Cue_Anexo,Nivel,Modalidad_Educ_Gral,Cue,Estado,Sector,Departamento,NINA,Cant_Secciones,Tipo_titulo,Primero,Segundo,Tercero,Cuarto,Quinto,Sexto,Septimo,Mat_ciclo_basico,Mat_ciclo_orientado,Matricula_Total,Titulo
600529000,Secundaria,Común,6005290,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,26,21,17,20,25,20,0,64,65,129,Bachiller con orientación en ciencias sociales y humanidades
600529200,Secundaria,Común,6005292,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,29,27,28,19,12,8,0,84,39,123,Bachiller en ciencias sociales y humanidades
600529400,Secundaria,Común,6005294,Activo,ESTATAL,,no,22,Ciclo básico/ educación secundaria básica,87,91,83,71,42,31,0,261,144,405,Bachiller en ciencias naturales; Bachiller en comunicación
600529600,Secundaria,Común,6005296,Activo,ESTATAL,NOGOYA,no,9,Ciclo básico/ educación secundaria básica,41,48,28,30,8,10,0,117,48,165,Bachiller con orientación en ciencias sociales y humanidades
600529800,Secundaria,Común,6005298,Activo,ESTATAL,COLON,no,12,Ciclo básico/ educación secundaria básica,25,41,26,25,30,36,0,92,91,183,Bachiller en economía y administración
600530000,Secundaria,Común,6005300,Activo,ESTATAL,LA PAZ,no,6,Ciclo básico/ educación secundaria básica,11,17,11,12,8,8,0,39,28,67,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600530200,Secundaria,Común,6005302,Activo,ESTATAL,LA PAZ,no,12,Ciclo básico/ educación secundaria básica,65,62,57,42,48,41,0,184,131,315,Bachiller en ciencias sociales
600530400,Secundaria,Común,6005304,Activo,ESTATAL,,no,24,Ciclo básico/ educación secundaria básica,67,103,96,89,83,71,0,266,243,509,Bachiller con orientación en ciencias naturales; Bachiller con orientación en turismo
600530600,Secundaria,Común,6005306,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,10,10,6,4,9,9,0,26,22,48,Bachiller con orientación en ciencias sociales y humanidades
600530800,Secundaria,Común,6005308,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,8,9,4,6,5,5,0,21,16,37,Bachiller con orientación en ciencias sociales y humanidades
600531000,Secundaria,Común,6005310,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,37,36,31,20,15,9,0,104,44,148,Bachiller con orientación en arte
600531200,Secundaria,Común,6005312,Activo,ESTATAL,GUALEGUAY,no,18,Ciclo básico/ educación secundaria básica,77,81,75,71,58,52,0,233,181,414,Bachiller con orientación en arte; Bachiller con orientación en turismo
600531600,Secundaria,Común,6005316,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,10,14,12,7,13,8,0,36,28,64,Bachiller en economía y administración
600531800,Secundaria,Común,6005318,Activo,ESTATAL,VILLAGUAY,no,9,Ciclo básico/ educación secundaria básica,29,40,24,54,26,30,0,93,110,203,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600532000,Secundaria,Común,6005320,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,39,44,45,23,13,10,0,128,46,174,Bachiller con orientación en turismo
600532200,Secundaria,Común,6005322,Activo,ESTATAL,,no,16,Ciclo básico/ educación secundaria básica,77,85,63,57,41,43,0,225,141,366,Bachiller con orientación en comunicación
600532400,Secundaria,Común,6005324,Activo,ESTATAL,GUALEGUAY,no,8,Ciclo básico de arte,25,39,21,21,22,13,0,85,56,141,Bachiller con orientación en arte
600532600,Secundaria,Común,6005326,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,48,56,39,45,34,40,0,143,119,262,Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600532800,Secundaria,Común,6005328,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,41,72,39,72,60,34,0,152,166,318,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600533000,Secundaria,Común,6005330,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,15,20,22,12,21,14,0,57,47,104,Bachiller en ciencias sociales y humanidades
600533200,Secundaria,Común,6005332,Activo,ESTATAL,GUALEGUAY,no,13,Ciclo básico/ educación secundaria básica,70,68,52,45,30,14,0,190,89,279,Bachiller con orientación en comunicación
600533600,Secundaria,Común,6005336,Activo,ESTATAL,,no,8,Ciclo básico/ educación secundaria básica,27,28,26,36,18,16,0,81,70,151,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600533800,Secundaria,Común,6005338,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,4,2,5,8,4,4,0,11,16,27,Bachiller con orientación en ciencias sociales
600534000,Secundaria,Común,6005340,Activo,ESTATAL,,no,17,Ciclo básico/ educación secundaria básica,64,72,62,71,64,40,0,198,175,373,Bachiller con orientación en ciencias sociales y humanidades
600534200,Secundaria,Común,6005342,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,19,13,19,13,9,10,0,51,32,83,Bachiller en economía y administración
600535000,Secundaria,Común,6005350,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,18,20,13,11,12,7,0,51,30,81,Bachiller con orientación en ciencias sociales y humanidades
600535200,Secundaria,Común,6005352,Activo,ESTATAL,GUALEGUAY,no,22,Ciclo básico/ educación secundaria básica,98,109,91,84,59,74,0,298,217,515,Bachiller con orientación en ciencias sociales; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600535400,Secundaria,Común,6005354,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,11,17,23,21,17,21,0,51,59,110,Bachiller en economía y administración
600535600,Secundaria,Común,6005356,Activo,ESTATAL,,no,13,Ciclo básico/ educación secundaria básica,58,63,58,49,34,27,0,179,110,289,Bachiller con orientación en arte
600535800,Secundaria,Común,6005358,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,57,45,52,50,41,31,0,154,122,276,Bachiller en economía y administración
600536000,Secundaria,Común,6005360,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,15,27,19,13,12,8,0,61,33,94,Bachiller con orientación en ciencias naturales
600536200,Secundaria,Común,6005362,Activo,ESTATAL,NOGOYA,no,10,Ciclo básico/ educación secundaria básica,54,60,30,60,40,42,0,144,142,286,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600536400,Secundaria,Común,6005364,Activo,ESTATAL,NOGOYA,no,8,Ciclo básico/ educación secundaria básica,38,34,24,20,9,1,0,96,30,126,Bachiller en ciencias sociales y humanidades
600536600,Secundaria,Común,6005366,Activo,ESTATAL,NOGOYA,no,6,Ciclo básico/ educación secundaria básica,16,23,20,13,12,8,0,59,33,92,Bachiller en educación física
600537400,Secundaria,Común,6005374,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,9,11,6,5,4,2,0,26,11,37,Bachiller con orientación en ciencias naturales
600537600,Secundaria,Común,6005376,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,7,5,7,22,10,12,0,19,44,63,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600537800,Secundaria,Común,6005378,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,13,11,9,17,9,0,34,35,69,Bachiller con orientación en ciencias naturales
600538000,Secundaria,Común,6005380,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,12,12,5,6,2,4,0,29,12,41,Bachiller con orientación en ciencias sociales y humanidades
600538200,Secundaria,Común,6005382,Activo,ESTATAL,LA PAZ,no,12,Ciclo básico/ educación secundaria básica,44,46,47,56,32,38,0,137,126,263,Bachiller en ciencias naturales
600538400,Secundaria,Común,6005384,Activo,ESTATAL,LA PAZ,no,11,Ciclo básico/ educación secundaria básica,53,52,51,30,12,12,0,156,54,210,Bachiller con orientación en ciencias sociales y humanidades
600538600,Secundaria,Común,6005386,Activo,ESTATAL,VICTORIA,no,6,Ciclo básico/ educación secundaria básica,9,11,11,7,3,4,0,31,14,45,Bachiller en economía y administración
600538800,Secundaria,Común,6005388,Activo,ESTATAL,LA PAZ,no,9,Ciclo básico/ educación secundaria básica,40,39,34,24,14,23,0,113,61,174,Bachiller en ciencias sociales y humanidades
600539000,Secundaria,Común,6005390,Activo,ESTATAL,,no,11,Ciclo básico/ educación secundaria básica,48,46,34,58,58,50,0,128,166,294,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600539600,Secundaria,Común,6005396,Activo,ESTATAL,,no,9,Ciclo básico/ educación secundaria básica,32,38,34,34,38,28,0,104,100,204,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600539800,Secundaria,Común,6005398,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,10,10,3,4,9,3,0,23,16,39,Bachiller con orientación en ciencias naturales
600540000,Secundaria,Común,6005400,Activo,ESTATAL,,no,4,Ciclo básico/ educación secundaria básica,14,11,6,11,4,9,0,31,24,55,Bachiller orientado en economía y administración
600540200,Secundaria,Común,6005402,Activo,ESTATAL,,no,12,Ciclo básico/ educación secundaria básica,38,47,42,49,45,47,0,127,141,268,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades
600540400,Secundaria,Común,6005404,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,13,6,15,7,12,2,0,34,21,55,Bachiller con orientación en ciencias naturales
600540600,Secundaria,Común,6005406,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,22,9,22,19,12,15,0,53,46,99,Bachiller con orientación en ciencias naturales
600540800,Secundaria,Común,6005408,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,13,12,14,15,13,13,0,39,41,80,Bachiller con orientación en ciencias sociales y humanidades
600541000,Secundaria,Común,6005410,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,6,9,15,9,9,8,0,30,26,56,Bachiller con orientación en ciencias sociales y humanidades
600541200,Secundaria,Común,6005412,Activo,ESTATAL,,no,13,Ciclo básico/ educación secundaria básica,48,50,39,37,27,23,0,137,87,224,Bachiller en ciencias sociales y humanidades
600541400,Secundaria,Común,6005414,Activo,ESTATAL,,no,4,Ciclo básico/ educación secundaria básica,10,8,7,5,5,6,0,25,16,41,Bachiller en ciencias naturales
600541600,Secundaria,Común,6005416,Activo,ESTATAL,DIAMANTE,no,15,Ciclo básico/ educación secundaria básica,78,80,62,52,36,40,0,220,128,348,Bachiller con orientación en ciencias naturales
600541800,Secundaria,Común,6005418,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,48,60,40,37,26,24,0,148,87,235,Bachiller en humanidades y ciencias sociales
600542000,Secundaria,Común,6005420,Activo,ESTATAL,,no,10,Ciclo básico/ educación secundaria básica,52,55,25,14,12,5,0,132,31,163,Bachiller con orientación en ciencias naturales
600542600,Secundaria,Común,6005426,Activo,ESTATAL,VILLAGUAY,no,11,Ciclo básico/ educación secundaria básica,46,45,47,74,54,54,0,138,182,320,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600542800,Secundaria,Común,6005428,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,18,13,11,26,22,18,0,42,66,108,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600544200,Secundaria,Común,6005442,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,15,24,13,15,12,5,0,52,32,84,Bachiller con orientación en ciencias naturales
600544400,Secundaria,Común,6005444,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,8,8,9,8,7,9,0,25,24,49,Bachiller orientado en economía y administración
600544800,Secundaria,Común,6005448,Activo,ESTATAL,DIAMANTE,no,17,Ciclo básico/ educación secundaria básica,62,107,71,52,43,28,0,240,123,363,Bachiller en turismo
600560600,Secundaria,Común,6005606,Activo,ESTATAL,,no,10,Ciclo básico/ educación secundaria básica,45,48,38,35,23,8,0,131,66,197,Bachiller en comunicación
600560800,Secundaria,Común,6005608,Activo,ESTATAL,GUALEGUAY,no,6,Ciclo básico/ educación secundaria básica,12,17,20,10,8,4,0,49,22,71,Bachiller con orientación en ciencias naturales
600561000,Secundaria,Común,6005610,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,17,22,14,14,17,13,0,53,44,97,Bachiller en economía y administración
600561200,Secundaria,Común,6005612,Activo,ESTATAL,,no,4,Ciclo básico/ educación secundaria básica,7,7,7,4,4,4,0,21,12,33,Bachiller con orientación en ciencias naturales
600561400,Secundaria,Común,6005614,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,22,18,30,25,13,23,0,70,61,131,Bachiller con orientación en ciencias sociales y humanidades
600569600,Secundaria,Común,6005696,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,6,6,13,16,22,14,0,25,52,77,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600569800,Secundaria,Común,6005698,Activo,ESTATAL,,no,13,Ciclo básico/ educación secundaria básica,82,47,53,50,40,35,0,182,125,307,Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600573000,Secundaria,Común,6005730,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,6,3,5,3,5,8,0,14,16,30,Bachiller en ciencias sociales y humanidades
600573200,Secundaria,Común,6005732,Activo,ESTATAL,,no,10,Ciclo básico/ educación secundaria básica,35,39,44,23,5,5,0,118,33,151,Bachiller con orientación en comunicación
600573600,Secundaria,Común,6005736,Activo,ESTATAL,,no,1,Ciclo básico/ educación secundaria básica,9,3,8,5,2,3,0,20,10,30,Bachiller orientado en ciencias sociales y humanidades
600578000,Secundaria,Común,6005780,Activo,ESTATAL,,no,20,Ciclo básico/ educación secundaria básica,118,93,47,26,24,14,0,258,64,322,Bachiller con orientación en ciencias naturales
600599400,Secundaria,Común,6005994,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,30,21,29,14,8,19,0,80,41,121,Bachiller con orientación en ciencias naturales
600614000,Secundaria,Común,6006140,Activo,ESTATAL,COLON,no,13,Ciclo básico/ educación secundaria básica,41,49,36,42,20,12,0,126,74,200,Bachiller en economía y administración
600614200,Secundaria,Común,6006142,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,55,79,45,42,34,31,0,179,107,286,Bachiller con orientación en arte; Bachiller en comunicación
600625200,Secundaria,Común,6006252,Activo,ESTATAL,DIAMANTE,no,10,Ciclo básico/ educación secundaria básica,36,36,29,18,10,7,0,101,35,136,Bachiller con orientación en arte
600630200,Secundaria,Común,6006302,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,21,25,20,44,50,42,0,66,136,202,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600630600,Secundaria,Común,6006306,Activo,ESTATAL,,no,14,Ciclo básico/ educación secundaria básica,62,74,36,60,43,37,0,172,140,312,Bachiller con orientación en ciencias sociales y humanidades
600640200,Secundaria,Común,6006402,Activo,ESTATAL,LA PAZ,no,13,Ciclo básico de arte,67,65,68,30,26,18,0,200,74,274,Bachiller con orientación en arte
600640800,Secundaria,Común,6006408,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,12,8,8,24,20,20,0,28,64,92,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600647800,Secundaria,Común,6006478,Activo,ESTATAL,,no,13,Ciclo básico/ educación secundaria básica,66,65,60,40,26,11,0,191,77,268,Bachiller con orientación en arte
600656000,Secundaria,Común,6006560,Activo,ESTATAL,COLON,no,6,Ciclo básico/ educación secundaria básica,18,18,12,11,9,17,0,48,37,85,Bachiller en ciencias naturales
600658400,Secundaria,Común,6006584,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,6,6,7,8,4,3,0,19,15,34,Bachiller con orientación en ciencias naturales
600658600,Secundaria,Común,6006586,Activo,ESTATAL,COLON,no,8,Ciclo básico/ educación secundaria básica,57,54,35,29,16,11,0,146,56,202,Bachiller con orientación en ciencias sociales y humanidades
600658800,Secundaria,Común,6006588,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,11,18,12,8,10,9,0,41,27,68,Bachiller con orientación en ciencias naturales
600659600,Secundaria,Común,6006596,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,5,10,10,8,5,6,0,25,19,44,Bachiller con orientación en ciencias sociales y humanidades
600663600,Secundaria,Común,6006636,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,2,8,4,10,4,8,0,14,22,36,Bachiller en economía y administración
600670200,Secundaria,Común,6006702,Activo,ESTATAL,,no,9,Ciclo básico/ educación secundaria básica,45,45,50,17,13,9,0,140,39,179,Bachiller con orientación en arte
600671000,Secundaria,Común,6006710,Activo,ESTATAL,,no,2,Ciclo básico/ educación secundaria básica,7,3,3,5,9,9,0,13,23,36,Bachiller en economía y administración
600671400,Secundaria,Común,6006714,Activo,ESTATAL,DIAMANTE,no,6,Ciclo básico/ educación secundaria básica,18,24,11,13,4,9,0,53,26,79,Bachiller con orientación en educación física
600671600,Secundaria,Común,6006716,Activo,ESTATAL,VILLAGUAY,no,6,Ciclo básico/ educación secundaria básica,8,6,6,1,4,3,0,20,8,28,Bachiller con orientación en ciencias naturales
600672200,Secundaria,Común,6006722,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,9,7,20,6,9,14,0,36,29,65,Bachiller en ciencias sociales y humanidades
600673200,Secundaria,Común,6006732,Activo,ESTATAL,LA PAZ,no,4,Ciclo básico/ educación secundaria básica,2,3,3,1,1,1,0,8,3,11,Bachiller con orientación en ciencias sociales y humanidades
600676800,Secundaria,Común,6006768,Activo,ESTATAL,,no,6,Ciclo básico/ educación secundaria básica,7,12,8,7,5,6,0,27,18,45,Egresado del Nivel Secundario en Ciencias Naturales
600677200,Secundaria,Común,6006772,Activo,ESTATAL,,no,7,Ciclo básico/ educación secundaria básica,39,41,24,16,10,5,0,104,31,135,Bachiller con orientación en educación física
600679800,Secundaria,Común,6006798,Activo,ESTATAL,FEDERACION,no,12,Ciclo básico de arte,40,50,53,43,49,36,0,143,128,271,Bachiller con orientación en arte
600687600,Secundaria,Común,6006876,Activo,ESTATAL,FEDERACION,no,6,Ciclo básico/ educación secundaria básica,11,8,2,5,6,3,0,21,14,35,Bachiller en ciencias sociales y humanidades
600005600,Secundaria,Común,6000056,Activo,PRIVADA,,no,6,Ciclo básico/ educación secundaria básica,23,17,24,24,15,11,0,64,50,114,Bachiller con orientación en ciencias sociales y humanidades
600011600,Secundaria,Común,6000116,Activo,PRIVADA,DIAMANTE,no,13,Ciclo básico/ educación secundaria básica,78,63,64,73,64,55,0,205,192,397,Bachiller en economía y administración
600022000,Secundaria,Común,6000220,Activo,PRIVADA,VICTORIA,no,12,Ciclo básico/ educación secundaria básica,56,54,54,87,68,78,0,164,233,397,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600056600,Secundaria,Común,6000566,Activo,PRIVADA,,no,10,Ciclo básico/ educación secundaria básica,32,40,36,38,54,19,0,108,111,219,Bachiller con orientación en ciencias sociales y humanidades
600057200,Secundaria,Común,6000572,Activo,PRIVADA,COLON,no,12,Ciclo básico/ educación secundaria básica,51,37,47,51,36,47,0,135,134,269,Bachiller con orientación en comunicación
600068000,Secundaria,Común,6000680,Activo,PRIVADA,,no,12,Ciclo básico/ educación secundaria básica,36,31,38,43,50,43,0,105,136,241,Bachiller en ciencias sociales y humanidades; Bachiller en economía y administración
600100800,Secundaria,Común,6001008,Activo,PRIVADA,GUALEGUAY,no,12,Ciclo básico/ educación secundaria básica,40,37,45,59,62,83,0,122,204,326,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600101200,Secundaria,Común,6001012,Activo,PRIVADA,,no,11,Ciclo básico/ educación secundaria básica,72,60,64,94,96,72,0,196,262,458,Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600134000,Secundaria,Común,6001340,Activo,PRIVADA,,no,12,Ciclo básico/ educación secundaria básica,47,49,53,52,57,57,0,149,166,315,Bachiller en ciencias naturales
600141200,Secundaria,Común,6001412,Activo,PRIVADA,,no,7,Ciclo básico/ educación secundaria básica,51,34,34,35,31,33,0,119,99,218,Bachiller con orientación en ciencias naturales
600150000,Secundaria,Común,6001500,Activo,PRIVADA,,no,12,Ciclo básico/ educación secundaria básica,67,72,69,103,109,102,0,208,314,522,Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en economía y administración; Bachiller con orientación en economía y administración
600157000,Secundaria,Común,6001570,Activo,PRIVADA,,no,12,Ciclo básico/ educación secundaria básica,32,33,38,39,37,33,0,103,109,212,Bachiller con orientación en ciencias naturales
600164200,Secundaria,Común,6001642,Activo,PRIVADA,,no,24,Ciclo básico/ educación secundaria básica,109,124,113,88,96,87,0,346,271,617,Bachiller con orientación en ciencias naturales; Bachiller con orientación en ciencias sociales y humanidades; Bachiller con orientación en comunicación
